league_key,league_name,season,top5_avg,top10_avg,whole_avg,source_system,source_url,as_of_date,confidence,note
MOROCCAN,Botola Pro (Morocco),2024-25,79.3521,76.4877,69.3899,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=32
NORWEGIAN,Eliteserien (Norway),2022-23,78.7689,76.1876,73.695,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=16
NORWEGIAN,Eliteserien (Norway),2023-24,77.4849,74.8018,72.8938,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=16
NORWEGIAN,Eliteserien (Norway),2024-25,80.1929,77.749,75.5543,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=16
POLISH,Ekstraklasa (Poland),2022-23,80.5397,77.4778,74.9942,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=18
POLISH,Ekstraklasa (Poland),2023-24,76.6661,75.3685,73.6119,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=18
POLISH,Ekstraklasa (Poland),2024-25,81.5512,79.4271,77.5643,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=18
PRIML,Primeira Liga (Portugal),2022-23,85.2674,79.743,76.0452,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=18
PRIML,Primeira Liga (Portugal),2023-24,86.5236,81.3561,77.4145,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=18
PRIML,Primeira Liga (Portugal),2024-25,87.9805,83.4865,79.8809,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=18
PSL,PSL (South Africa),2022-23,73.4567,70.8358,68.7822,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=16
PSL,PSL (South Africa),2023-24,71.5937,69.344,67.6128,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=16
PSL,PSL (South Africa),2024-25,75.6887,72.557,71.0269,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=16
QSL,Qatar Stars League,2022-23,69.3819,65.6457,64.4748,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=12
QSL,Qatar Stars League,2023-24,65.978,62.73,61.4657,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=12
QSL,Qatar Stars League,2024-25,70.692,67.3003,66.9074,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=11
ROMANIAN,Liga I (Romania),2022-23,78.795,76.1323,73.8621,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=16
ROMANIAN,Liga I (Romania),2023-24,74.6717,72.5425,70.5194,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=16
ROMANIAN,Liga I (Romania),2024-25,79.2056,76.5975,74.7649,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=16
RUSSIAN,Russian Premier League,2022-23,80.6454,78.0623,76.1294,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=16
RUSSIAN,Russian Premier League,2023-24,79.2183,76.864,74.9728,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=16
RUSSIAN,Russian Premier League,2024-25,81.7691,78.6388,76.1317,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=16
SCOTTISH,Scottish Premiership,2022-23,73.5872,69.4812,29.0489,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=184
SCOTTISH,Scottish Premiership,2023-24,75.9947,71.7893,26.5719,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=174
SCOTTISH,Scottish Premiership,2024-25,79.3733,75.7415,59.7773,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=44
SERBIAN,Super Liga (Serbia),2022-23,79.1252,73.6721,70.949,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=16
SERBIAN,Super Liga (Serbia),2023-24,73.4978,68.9503,66.3271,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=16
SERBIAN,Super Liga (Serbia),2024-25,74.5478,71.338,69.1861,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=16
SERIE_A,Serie A (Italy),2022-23,90.7238,88.01,83.9694,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=19
SERIE_A,Serie A (Italy),2023-24,92.2867,90.2285,85.6442,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=20
SERIE_A,Serie A (Italy),2024-25,92.5299,90.6332,86.4943,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=20
SPL,Saudi Pro League,2022-23,76.7727,72.5819,58.8094,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=66
SPL,Saudi Pro League,2023-24,79.0882,75.4322,58.3851,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=68
SPL,Saudi Pro League,2024-25,82.5928,78.7123,61.9124,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=68
SUPER_LIG,Süper Lig (Turkey),2022-23,77.0086,74.9793,73.3863,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=13
SUPER_LIG,Süper Lig (Turkey),2023-24,81.1285,77.5047,74.4055,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=20
SUPER_LIG,Süper Lig (Turkey),2024-25,82.0167,78.9165,75.9993,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=19
SWISS,Swiss Super League,2022-23,80.4255,78.3722,77.5414,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=12
SWISS,Swiss Super League,2023-24,78.2679,75.839,75.2051,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=12
SWISS,Swiss Super League,2024-25,78.6042,76.5019,75.9263,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=12
UAE_PRO,UAE Pro League,2022-23,71.1861,67.6957,55.3165,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=31
UAE_PRO,UAE Pro League,2023-24,72.9816,69.3973,54.6177,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=31
UAE_PRO,UAE Pro League,2024-25,76.625,73.0313,62.0638,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=29
URUGUAYAN,Liga AUF (Uruguay),2022-23,73.4114,71.359,55.0064,js_bundle_wayback,https://web.archive.org/web/20230810142522/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2023-08-10,high,Extracted from Aug 10 2023 Wayback bundle.js (day before 2023-24 EPL start; reflects end of 2022-23 European season); n_clubs=54
URUGUAYAN,Liga AUF (Uruguay),2023-24,74.2111,71.7067,52.2076,js_bundle_wayback,https://web.archive.org/web/20240628010648/https://dataviz.theanalyst.com/opta-power-rankings/bundle.js,2024-06-27,high,Extracted from Jun 27 2024 Wayback bundle.js (end of 2023-24 European season); n_clubs=56
URUGUAYAN,Liga AUF (Uruguay),2024-25,76.8102,74.3483,56.8264,js_bundle_wayback,https://web.archive.org/web/20250701200002/https://dataviz.theanalyst.com/opta-power-rankings/index.js,2025-07,high,Extracted from July 2025 Wayback archived JS bundle (Fm embed); n_clubs=53
